"","X.1","X","date","time","landfall","type","lat","long","category","US"
"823",823,823,"18591006","600","","HU","40.9","66.1W",3,NA
"824",824,824,"18591006","1200","","HU","42.5","64.0W",3,NA
"825",825,825,"18591006","1800","","HU","44.5","61.0W",3,NA
"826",826,826,"AL071859","UNNAMED","11","","","",0,NA
"827",827,827,"18591016","0","","TS","25.1","75.1W",0,NA
"828",828,828,"18591016","600","","TS","25.2","75.5W",0,NA
"829",829,829,"18591016","1200","","TS","25.2","76.0W",0,NA
"830",830,830,"18591016","1800","","TS","25.5","76.6W",0,NA
"831",831,831,"18591017","0","","TS","25.8","77.6W",0,NA
"832",832,832,"18591017","600","","TS","26","78.5W",0,NA
"833",833,833,"18591017","1200","","TS","26.2","79.5W",0,NA
"834",834,834,"18591017","1600","L","TS","26.4","80.1W",0,"TRUE"
"835",835,835,"18591017","1800","","TS","26.5","80.5W",0,"TRUE"
"836",836,836,"18591018","0","","TS","26.8","81.3W",0,"TRUE"
"837",837,837,"18591018","600","","TS","27.2","81.8W",0,"TRUE"
"838",838,838,"AL081859","UNNAMED","24","","","",0,NA
"839",839,839,"18591024","0","","TS","20.2","93.3W",0,NA
"840",840,840,"18591024","600","","TS","20.3","93.3W",0,NA
"841",841,841,"18591024","1200","","TS","20.4","93.3W",0,NA
"842",842,842,"18591024","1800","","TS","20.6","93.2W",0,NA
"843",843,843,"18591025","0","","TS","20.7","93.2W",0,NA
"844",844,844,"18591025","600","","TS","20.8","93.2W",0,NA
"845",845,845,"18591025","1200","","TS","21","93.1W",0,NA
"846",846,846,"18591025","1800","","TS","21.2","93.0W",0,NA
"847",847,847,"18591026","0","","TS","21.4","92.9W",0,NA
"848",848,848,"18591026","600","","TS","21.6","92.8W",0,NA
"849",849,849,"18591026","1200","","HU","21.8","92.6W",1,NA
"850",850,850,"18591026","1800","","HU","22","92.5W",1,NA
"851",851,851,"18591027","0","","HU","22.3","92.1W",1,NA
"852",852,852,"18591027","600","","HU","22.5","91.7W",1,NA
"853",853,853,"18591027","1200","","HU","23.1","91.0W",1,NA
"854",854,854,"18591027","1800","","HU","23.9","90.0W",1,NA
"855",855,855,"18591028","0","","HU","24.8","88.7W",1,NA
"856",856,856,"18591028","600","","HU","25.7","87.1W",1,NA
"857",857,857,"18591028","1200","","HU","26.7","85.0W",1,NA
"858",858,858,"18591028","1800","L","HU","27.7","82.8W",1,NA
"859",859,859,"18591029","0","","HU","29.2","79.2W",1,NA
"860",860,860,"18591029","600","","EX","30.3","75.2W",0,NA
"861",861,861,"18591029","1200","","EX","31.7","69.9W",0,NA
"862",862,862,"18591029","1800","","EX","32.7","63.5W",0,NA
"863",863,863,"AL011860","UNNAMED","35","","","",0,NA
"864",864,864,"18600808","0","","TS","27.9","84.1W",0,NA
"865",865,865,"18600808","600","","TS","27.8","84.5W",0,NA
"866",866,866,"18600808","1200","","TS","27.8","84.8W",0,NA
"867",867,867,"18600808","1800","","TS","27.7","85.3W",0,NA
"868",868,868,"18600809","0","","TS","27.6","85.9W",0,NA
"869",869,869,"18600809","600","","TS","27.5","86.3W",0,NA
"870",870,870,"18600809","1200","","HU","27.5","86.8W",1,NA
"871",871,871,"18600809","1800","","HU","27.4","87.5W",1,NA
"872",872,872,"18600810","0","","HU","27.4","88.0W",1,NA
"873",873,873,"18600810","600","","HU","27.4","88.5W",1,NA
"874",874,874,"18600810","1200","","HU","27.5","89.0W",2,NA
"875",875,875,"18600810","1800","","HU","27.5","89.5W",2,NA
"876",876,876,"18600811","0","","HU","27.6","89.9W",3,NA
"877",877,877,"18600811","600","","HU","27.9","90.1W",3,NA
"878",878,878,"18600811","1200","","HU","28.4","90.3W",3,NA
"879",879,879,"18600811","1800","","HU","29","90.1W",3,NA
"880",880,880,"18600811","2000","L","HU","29.2","90.0W",3,NA
"881",881,881,"18600812","0","","HU","29.7","89.8W",3,"TRUE"
"882",882,882,"18600812","600","","HU","30.5","88.9W",3,"TRUE"
"883",883,883,"18600812","1200","","HU","31","88.0W",1,"TRUE"
"884",884,884,"18600812","1800","","TS","31.3","86.8W",0,"TRUE"
"885",885,885,"18600813","0","","TS","31.4","85.6W",0,"TRUE"
"886",886,886,"18600813","600","","TS","31.5","84.6W",0,"TRUE"
"887",887,887,"18600813","1200","","TS","31.7","83.6W",0,"TRUE"
"888",888,888,"18600813","1800","","TS","31.8","82.6W",0,"TRUE"
"889",889,889,"18600814","0","","TS","31.9","81.6W",0,"TRUE"
"890",890,890,"18600814","600","","TS","32","80.6W",0,NA
"891",891,891,"18600814","1200","","TS","32","79.6W",0,NA
"892",892,892,"18600814","1800","","TS","32","78.6W",0,NA
"893",893,893,"18600815","0","","TS","32","77.6W",0,NA
"894",894,894,"18600815","600","","TS","32.3","76.6W",0,NA
"895",895,895,"18600815","1200","","TS","32.5","75.6W",0,NA
"896",896,896,"18600815","1800","","TS","32.7","74.6W",0,NA
"897",897,897,"18600816","0","","TS","33","73.5W",0,NA
"898",898,898,"18600816","600","","TS","33.3","72.0W",0,NA
"899",899,899,"AL021860","UNNAMED","12","","","",0,NA
"900",900,900,"18600824","0","","TS","28.2","77.1W",0,NA
"901",901,901,"18600824","600","","TS","29.2","76.5W",0,NA
"902",902,902,"18600824","1200","","HU","30.2","75.9W",1,NA
"903",903,903,"18600824","1800","","HU","31.5","75.3W",1,NA
"904",904,904,"18600825","0","","HU","33","74.5W",1,NA
"905",905,905,"18600825","600","","HU","34.4","73.5W",1,NA
"906",906,906,"18600825","1200","","HU","35.8","72.1W",2,NA
"907",907,907,"18600825","1800","","HU","37.2","71.0W",2,NA
"908",908,908,"18600826","0","","HU","38.5","69.9W",1,NA
"909",909,909,"18600826","600","","HU","39.8","68.9W",1,NA
"910",910,910,"18600826","1200","","HU","41","68.0W",1,NA
"911",911,911,"18600826","1800","","HU","42","67.1W",1,NA
"912",912,912,"AL041860","UNNAMED","23","","","",0,NA
"913",913,913,"18600911","0","","HU","25.1","83.8W",2,NA
"914",914,914,"18600911","600","","HU","25.2","84.1W",2,NA
"915",915,915,"18600911","1200","","HU","25.2","84.5W",2,NA
"916",916,916,"18600911","1800","","HU","25.2","84.8W",2,NA
"917",917,917,"18600912","0","","HU","25.2","85.2W",2,NA
"918",918,918,"18600912","600","","HU","25.3","85.6W",2,NA
"919",919,919,"18600912","1200","","HU","25.4","86.0W",2,NA
"920",920,920,"18600912","1800","","HU","25.5","86.6W",2,NA
"921",921,921,"18600913","0","","HU","25.6","87.1W",2,NA
"922",922,922,"18600913","600","","HU","25.7","87.6W",2,NA
"923",923,923,"18600913","1200","","HU","25.9","88.1W",2,NA
"924",924,924,"18600913","1800","","HU","26.2","88.6W",2,NA
"925",925,925,"18600914","0","","HU","26.7","89.3W",2,NA
"926",926,926,"18600914","600","","HU","27.2","89.6W",2,NA
"927",927,927,"18600914","1200","","HU","27.7","89.8W",2,NA
"928",928,928,"18600914","1800","","HU","28.3","89.8W",2,NA
"929",929,929,"18600915","0","","HU","28.9","89.7W",2,NA
"930",930,930,"18600915","400","L","HU","29.3","89.6W",2,"TRUE"
"931",931,931,"18600915","600","","HU","29.5","89.6W",2,NA
"932",932,932,"18600915","1200","","HU","30.1","89.4W",2,NA
"933",933,933,"18600915","1800","","HU","30.8","89.1W",1,"TRUE"
"934",934,934,"18600916","0","","TS","31.8","88.6W",0,"TRUE"
"935",935,935,"18600916","600","","TS","33","88.0W",0,"TRUE"
"936",936,936,"AL031860","UNNAMED","1","","","",0,NA
"937",937,937,"18600911","1200","","HU","40","50.5W",1,NA
"938",938,938,"AL051860","UNNAMED","16","","","",0,NA
"939",939,939,"18600918","0","","TS","22.2","66.1W",0,NA
"940",940,940,"18600918","600","","TS","22.7","66.8W",0,NA
"941",941,941,"18600918","1200","","TS","23.2","67.5W",0,NA
"942",942,942,"18600918","1800","","TS","23.7","68.1W",0,NA
"943",943,943,"18600919","0","","TS","24.2","68.8W",0,NA
"944",944,944,"18600919","600","","TS","25.1","69.4W",0,NA
"945",945,945,"18600919","1200","","TS","26","70.0W",0,NA
"946",946,946,"18600919","1800","","TS","26.9","70.3W",0,NA
"947",947,947,"18600920","0","","TS","28.2","70.6W",0,NA
"948",948,948,"18600920","600","","TS","29.6","70.8W",0,NA
"949",949,949,"18600920","1200","","TS","31","71.0W",0,NA
"950",950,950,"18600920","1800","","TS","32.5","71.0W",0,NA
"951",951,951,"18600921","0","","TS","34.3","70.6W",0,NA
"952",952,952,"18600921","600","","TS","36","70.0W",0,NA
"953",953,953,"18600921","1200","","TS","37.5","69.3W",0,NA
"954",954,954,"18600921","1800","","TS","39","68.5W",0,NA
"955",955,955,"AL061860","UNNAMED","17","","","",0,NA
"956",956,956,"18600930","0","","TS","22.4","91.0W",0,NA
"957",957,957,"18600930","600","","TS","22.6","91.1W",0,NA
"958",958,958,"18600930","1200","","TS","23","91.3W",0,NA
"959",959,959,"18600930","1800","","TS","23.4","91.5W",0,NA
"960",960,960,"18601001","0","","HU","23.7","91.6W",1,NA
"961",961,961,"18601001","600","","HU","24.4","91.9W",1,NA
"962",962,962,"18601001","1200","","HU","25.1","92.0W",1,NA
"963",963,963,"18601001","1800","","HU","26","92.1W",1,NA
"964",964,964,"18601002","0","","HU","26.8","92.0W",1,NA
"965",965,965,"18601002","600","","HU","27.6","91.9W",2,NA
"966",966,966,"18601002","1200","","HU","28.5","91.6W",2,NA
"967",967,967,"18601002","1700","L","HU","29.5","91.4W",2,NA
"968",968,968,"18601002","1800","","HU","29.7","91.4W",2,"TRUE"
"969",969,969,"18601003","0","","TS","31.2","90.9W",0,"TRUE"
"970",970,970,"18601003","600","","TS","32.3","90.5W",0,"TRUE"
"971",971,971,"18601003","1200","","TS","33.5","90.0W",0,"TRUE"
"972",972,972,"18601003","1800","","TS","34.7","89.1W",0,"TRUE"
"973",973,973,"AL071860","UNNAMED","18","","","",0,NA
"974",974,974,"18601020","0","","HU","23.5","70.6W",1,NA
"975",975,975,"18601020","600","","HU","23.7","71.1W",1,NA
"976",976,976,"18601020","1200","","HU","24","71.6W",1,NA
"977",977,977,"18601020","1800","","HU","24.2","72.0W",1,NA
"978",978,978,"18601021","0","","HU","24.5","72.3W",1,NA
"979",979,979,"18601021","600","","HU","24.7","72.6W",1,NA
"980",980,980,"18601021","1200","","HU","25.2","73.0W",1,NA
"981",981,981,"18601021","1800","","HU","25.7","73.1W",1,NA
"982",982,982,"18601022","0","","HU","26.3","73.4W",1,NA
"983",983,983,"18601022","600","","HU","27.1","73.6W",1,NA
"984",984,984,"18601022","1200","","HU","28.1","73.8W",1,NA
"985",985,985,"18601022","1800","","HU","29.3","73.5W",1,NA
"986",986,986,"18601023","0","","HU","30.8","72.9W",2,NA
"987",987,987,"18601023","600","","HU","32.5","71.9W",2,NA
"988",988,988,"18601023","1200","","HU","34.5","70.3W",1,NA
"989",989,989,"18601023","1800","","HU","37","68.0W",1,NA
"990",990,990,"18601024","0","","HU","39.5","65.5W",1,NA
"991",991,991,"18601024","600","","HU","41.5","62.5W",1,NA
"992",992,992,"AL011861","UNNAMED","28","","","",0,NA
"993",993,993,"18610706","0","","TS","15.1","58.5W",0,NA
"994",994,994,"18610706","600","","TS","15.5","59.3W",0,NA
"995",995,995,"18610706","1200","","TS","15.8","60.1W",0,NA
"996",996,996,"18610706","1800","","TS","16.2","60.9W",0,NA
"997",997,997,"18610707","0","","TS","16.7","61.6W",0,NA
"998",998,998,"18610707","600","","TS","17.4","62.4W",0,NA
"999",999,999,"18610707","1200","","TS","18","63.1W",0,NA
"1000",1000,1000,"18610707","1800","","TS","18.6","63.8W",0,NA
"1001",1001,1001,"18610708","0","","TS","19.4","64.6W",0,NA
"1002",1002,1002,"18610708","600","","TS","20.2","65.5W",0,NA
"1003",1003,1003,"18610708","1200","","TS","21.2","66.1W",0,NA
"1004",1004,1004,"18610708","1800","","TS","22.1","66.6W",0,NA
"1005",1005,1005,"18610709","0","","TS","23.1","67.4W",0,NA
"1006",1006,1006,"18610709","600","","TS","24","67.9W",0,NA
"1007",1007,1007,"18610709","1200","","HU","25","68.4W",1,NA
"1008",1008,1008,"18610709","1800","","HU","26","68.9W",1,NA
"1009",1009,1009,"18610710","0","","HU","26.9","69.3W",1,NA
"1010",1010,1010,"18610710","600","","HU","27.8","69.6W",1,NA
"1011",1011,1011,"18610710","1200","","HU","28.7","70.0W",2,NA
"1012",1012,1012,"18610710","1800","","HU","29.5","70.1W",2,NA
"1013",1013,1013,"18610711","0","","HU","30.1","70.1W",2,NA
"1014",1014,1014,"18610711","600","","HU","30.7","70.1W",2,NA
"1015",1015,1015,"18610711","1200","","HU","31.4","70.0W",1,NA
"1016",1016,1016,"18610711","1800","","HU","32.5","69.6W",1,NA
"1017",1017,1017,"18610712","0","","HU","33.9","69.3W",1,NA
"1018",1018,1018,"18610712","600","","HU","35","68.8W",1,NA
"1019",1019,1019,"18610712","1200","","HU","36","68.0W",1,NA
"1020",1020,1020,"18610712","1800","","HU","37","67.0W",1,NA
"1021",1021,1021,"AL021861","UNNAMED","18","","","",0,NA
"1022",1022,1022,"18610813","1200","","TS","20.5","70.0W",0,NA
"1023",1023,1023,"18610813","1800","","TS","21","71.5W",0,NA
"1024",1024,1024,"18610814","0","","TS","21.5","73.0W",0,"The Bahamas"
"1025",1025,1025,"18610814","600","","TS","22","74.5W",0,NA
"1026",1026,1026,"18610814","1200","","HU","22.5","76.0W",1,NA
"1027",1027,1027,"18610814","1800","","HU","22.9","77.4W",1,NA
"1028",1028,1028,"18610815","0","","HU","23.2","78.7W",1,NA
"1029",1029,1029,"18610815","600","","HU","23.5","79.9W",1,NA
"1030",1030,1030,"18610815","1200","","HU","23.7","80.8W",1,NA
"1031",1031,1031,"18610815","1800","","HU","23.9","81.5W",1,NA
"1032",1032,1032,"18610816","0","","HU","24.2","82.0W",1,NA
"1033",1033,1033,"18610816","600","","HU","24.6","82.5W",1,NA
"1034",1034,1034,"18610816","1200","","HU","25","83.0W",1,NA
"1035",1035,1035,"18610816","1800","","HU","25.4","83.5W",1,NA
"1036",1036,1036,"18610817","0","","TS","25.8","84.0W",0,NA
"1037",1037,1037,"18610817","600","","TS","26.2","84.5W",0,NA
"1038",1038,1038,"18610817","1200","","TS","26.6","85.0W",0,NA
"1039",1039,1039,"18610817","1800","","TS","27","85.6W",0,NA
"1040",1040,1040,"AL031861","UNNAMED","24","","","",0,NA
"1041",1041,1041,"18610825","0","","HU","34.4","62.0W",1,NA
"1042",1042,1042,"18610825","600","","HU","35","61.8W",1,NA
"1043",1043,1043,"18610825","1200","","HU","35.5","61.6W",1,NA
"1044",1044,1044,"18610825","1800","","HU","36.2","61.2W",1,NA
"1045",1045,1045,"18610826","0","","HU","36.8","60.6W",1,NA
"1046",1046,1046,"18610826","600","","HU","37.4","59.9W",1,NA
"1047",1047,1047,"18610826","1200","","HU","38","59.0W",1,NA
"1048",1048,1048,"18610826","1800","","HU","38.5","58.0W",1,NA
"1049",1049,1049,"18610827","0","","HU","39","57.0W",1,NA
"1050",1050,1050,"18610827","600","","HU","39.7","55.8W",1,NA
"1051",1051,1051,"18610827","1200","","HU","40.3","54.3W",1,NA
"1052",1052,1052,"18610827","1800","","HU","40.8","52.5W",1,NA
"1053",1053,1053,"18610828","0","","HU","41.3","50.9W",1,NA
"1054",1054,1054,"18610828","600","","HU","41.7","49.3W",1,NA
"1055",1055,1055,"18610828","1200","","HU","42","47.8W",1,NA
"1056",1056,1056,"18610828","1800","","HU","42.3","46.3W",1,NA
"1057",1057,1057,"18610829","0","","HU","42.5","44.7W",2,NA
"1058",1058,1058,"18610829","600","","HU","43","43.3W",2,NA
"1059",1059,1059,"18610829","1200","","HU","43.5","41.8W",2,NA
"1060",1060,1060,"18610829","1800","","HU","44.3","39.9W",2,NA
"1061",1061,1061,"18610830","0","","HU","45.4","38.0W",2,NA
"1062",1062,1062,"18610830","600","","HU","46.5","36.3W",2,NA
"1063",1063,1063,"18610830","1200","","HU","47.7","34.8W",2,NA
"1064",1064,1064,"18610830","1800","","HU","49","32.7W",2,NA
"1065",1065,1065,"AL041861","UNNAMED","1","","","",0,NA
"1066",1066,1066,"18610917","1200","","HU","28.5","50.0W",1,NA
"1067",1067,1067,"AL051861","UNNAMED","7","","","",0,NA
"1068",1068,1068,"18610927","600","","HU","28.5","77.5W",1,NA
"1069",1069,1069,"18610927","1200","","HU","31.7","78.0W",1,NA
"1070",1070,1070,"18610927","1700","L","HU","34.5","77.4W",1,NA
"1071",1071,1071,"18610927","1800","","TS","35.2","77.1W",0,"TRUE"
"1072",1072,1072,"18610928","0","","TS","39","75.1W",0,NA
"1073",1073,1073,"18610928","600","","TS","42","72.6W",0,"TRUE"
"1074",1074,1074,"18610928","1200","","TS","45","67.5W",0,"TRUE"
"1075",1075,1075,"AL061861","UNNAMED","16","","","",0,NA
"1076",1076,1076,"18611006","0","","TS","20","46.0W",0,NA
"1077",1077,1077,"18611006","600","","TS","21","47.0W",0,NA
"1078",1078,1078,"18611006","1200","","TS","22","48.0W",0,NA
"1079",1079,1079,"18611006","1800","","TS","23","49.0W",0,NA
"1080",1080,1080,"18611007","0","","TS","24","50.0W",0,NA
"1081",1081,1081,"18611007","600","","TS","25","51.0W",0,NA
"1082",1082,1082,"18611007","1200","","TS","26","52.0W",0,NA
"1083",1083,1083,"18611007","1800","","TS","27.2","52.8W",0,NA
"1084",1084,1084,"18611008","0","","TS","28.5","53.4W",0,NA
"1085",1085,1085,"18611008","600","","TS","30","53.8W",0,NA
"1086",1086,1086,"18611008","1200","","TS","32","54.0W",0,NA
"1087",1087,1087,"18611008","1800","","TS","34","53.6W",0,NA
"1088",1088,1088,"18611009","0","","TS","35.5","52.4W",0,NA
"1089",1089,1089,"18611009","600","","TS","36.8","51.3W",0,NA
"1090",1090,1090,"18611009","1200","","TS","38","50.0W",0,NA
"1091",1091,1091,"18611009","1800","","TS","39","48.5W",0,NA
"1092",1092,1092,"AL071861","UNNAMED","1","","","",0,NA
"1093",1093,1093,"18611007","1200","L","TS","35.3","75.3W",0,NA
"1094",1094,1094,"AL081861","UNNAMED","15","","","",0,NA
"1095",1095,1095,"18611101","600","","TS","25.5","82.1W",0,NA
"1096",1096,1096,"18611101","800","L","TS","26","81.8W",0,NA
"1097",1097,1097,"18611101","1200","","TS","27.2","81.1W",0,"TRUE"
"1098",1098,1098,"18611101","1800","","TS","29.2","80.1W",0,NA
"1099",1099,1099,"18611102","0","","HU","31.2","78.6W",1,NA
"1100",1100,1100,"18611102","600","","HU","33.2","77.3W",1,NA
"1101",1101,1101,"18611102","1000","L","HU","34.7","76.6W",1,NA
"1102",1102,1102,"18611102","1200","","HU","35.2","76.3W",1,NA
"1103",1103,1103,"18611102","1800","","TS","37","75.0W",0,NA
"1104",1104,1104,"18611103","0","","TS","38.7","73.8W",0,NA
"1105",1105,1105,"18611103","600","","TS","40.3","72.8W",0,NA
"1106",1106,1106,"18611103","800","L","TS","41","72.3W",0,"TRUE"
"1107",1107,1107,"18611103","900","L","TS","41.2","72.0W",0,NA
"1108",1108,1108,"18611103","1200","","TS","42","71.5W",0,"TRUE"
"1109",1109,1109,"18611103","1800","","TS","44","70.0W",0,"TRUE"
"1110",1110,1110,"AL011862","UNNAMED","12","","","",0,NA
"1111",1111,1111,"18620615","0","","TS","32","75.6W",0,NA
"1112",1112,1112,"18620615","600","","TS","32.5","75.3W",0,NA
"1113",1113,1113,"18620615","1200","","TS","33","75.0W",0,NA
"1114",1114,1114,"18620615","1800","","TS","33.3","74.6W",0,NA
"1115",1115,1115,"18620616","0","","TS","33.5","74.4W",0,NA
"1116",1116,1116,"18620616","600","","TS","33.9","74.1W",0,NA
"1117",1117,1117,"18620616","1200","","TS","34.2","73.8W",0,NA
"1118",1118,1118,"18620616","1800","","TS","34.7","73.3W",0,NA
"1119",1119,1119,"18620617","0","","TS","35","72.9W",0,NA
"1120",1120,1120,"18620617","600","","TS","35.5","72.5W",0,NA
"1121",1121,1121,"18620617","1200","","TS","36","72.0W",0,NA
"1122",1122,1122,"18620617","1800","","TS","36.5","71.3W",0,NA
"1123",1123,1123,"AL021862","UNNAMED","13","","","",0,NA
"1124",1124,1124,"18620818","0","","HU","28.8","71.5W",2,NA
"1125",1125,1125,"18620818","600","","HU","30.1","71.5W",2,NA
"1126",1126,1126,"18620818","1200","","HU","31.4","71.4W",2,NA
"1127",1127,1127,"18620818","1800","","HU","32.7","71.3W",2,NA
"1128",1128,1128,"18620819","0","","HU","34","70.6W",2,NA
"1129",1129,1129,"18620819","600","","HU","34.9","70.0W",2,NA
"1130",1130,1130,"18620819","1200","","HU","35.8","68.8W",2,NA
"1131",1131,1131,"18620819","1800","","HU","37","67.1W",2,NA
"1132",1132,1132,"18620820","0","","HU","38.5","64.6W",2,NA
"1133",1133,1133,"18620820","600","","HU","39.7","62.5W",2,NA
"1134",1134,1134,"18620820","1200","","HU","41","60.0W",1,NA
"1135",1135,1135,"18620820","1800","","HU","42.5","57.0W",1,NA
"1136",1136,1136,"18620821","0","","HU","44.5","53.0W",1,NA
"1137",1137,1137,"AL031862","UNNAMED","34","","","",0,NA
"1138",1138,1138,"18620912","0","","TS","22.2","56.0W",0,NA
"1139",1139,1139,"18620912","600","","TS","22.4","57.0W",0,NA
"1140",1140,1140,"18620912","1200","","TS","22.5","58.0W",0,NA
"1141",1141,1141,"18620912","1800","","TS","22.7","59.2W",0,NA
"1142",1142,1142,"18620913","0","","HU","23.1","60.4W",1,NA
"1143",1143,1143,"18620913","600","","HU","23.4","61.5W",1,NA
"1144",1144,1144,"18620913","1200","","HU","23.7","62.8W",1,NA
"1145",1145,1145,"18620913","1800","","HU","24.2","64.0W",1,NA
"1146",1146,1146,"18620914","0","","HU","24.6","65.3W",1,NA
"1147",1147,1147,"18620914","600","","HU","25","66.5W",1,NA
"1148",1148,1148,"18620914","1200","","HU","25.6","67.6W",1,NA
"1149",1149,1149,"18620914","1800","","HU","26","68.3W",1,NA
"1150",1150,1150,"18620915","0","","HU","26.6","69.0W",2,NA
"1151",1151,1151,"18620915","600","","HU","27.2","69.8W",2,NA
"1152",1152,1152,"18620915","1200","","HU","27.8","70.5W",2,NA
"1153",1153,1153,"18620915","1800","","HU","28.5","71.1W",2,NA
"1154",1154,1154,"18620916","0","","HU","29.2","71.5W",2,NA
"1155",1155,1155,"18620916","600","","HU","30","71.9W",2,NA
"1156",1156,1156,"18620916","1200","","HU","30.7","72.3W",2,NA
"1157",1157,1157,"18620916","1800","","HU","31.4","72.6W",2,NA
"1158",1158,1158,"18620917","0","","HU","32","72.8W",2,NA
"1159",1159,1159,"18620917","600","","HU","32.5","72.9W",2,NA
"1160",1160,1160,"18620917","1200","","HU","33","73.0W",2,NA
"1161",1161,1161,"18620917","1800","","HU","33.8","73.1W",2,NA
"1162",1162,1162,"18620918","0","","HU","34.8","73.0W",2,NA
"1163",1163,1163,"18620918","600","","HU","36","72.6W",2,NA
"1164",1164,1164,"18620918","1200","","HU","37","72.1W",2,NA
"1165",1165,1165,"18620918","1800","","HU","38","71.5W",2,NA
"1166",1166,1166,"18620919","0","","HU","39","70.1W",2,NA
"1167",1167,1167,"18620919","600","","HU","40","68.5W",2,NA
"1168",1168,1168,"18620919","1200","","HU","40.8","66.5W",2,NA
"1169",1169,1169,"18620919","1800","","HU","41.5","64.0W",2,NA
"1170",1170,1170,"18620920","0","","HU","42","61.0W",1,NA
"1171",1171,1171,"18620920","600","","HU","42.5","57.0W",1,NA
"1172",1172,1172,"AL041862","UNNAMED","1","","","",0,NA
"1173",1173,1173,"18621006","0","","TS","13","61.0W",0,NA
"1174",1174,1174,"AL051862","UNNAMED","14","","","",0,NA
"1175",1175,1175,"18621014","0","","HU","33","69.6W",1,NA
"1176",1176,1176,"18621014","600","","HU","33.5","69.6W",1,NA
"1177",1177,1177,"18621014","1200","","HU","34.2","69.6W",1,NA
"1178",1178,1178,"18621014","1800","","HU","34.9","69.5W",1,NA
"1179",1179,1179,"18621015","0","","HU","35.5","69.4W",1,NA
"1180",1180,1180,"18621015","600","","HU","36.3","69.1W",1,NA
"1181",1181,1181,"18621015","1200","","HU","37.2","68.8W",1,NA
"1182",1182,1182,"18621015","1800","","HU","38.4","68.5W",1,NA
"1183",1183,1183,"18621016","0","","HU","39.8","68.1W",1,NA
"1184",1184,1184,"18621016","600","","HU","41.2","67.6W",1,NA
"1185",1185,1185,"18621016","1200","","EX","42.3","66.6W",0,NA
"1186",1186,1186,"18621016","1800","","EX","43.4","65.0W",0,NA
"1187",1187,1187,"18621017","0","","EX","44.5","63.0W",0,NA
"1188",1188,1188,"18621017","600","","EX","45.5","60.0W",0,NA
"1189",1189,1189,"AL061862","UNNAMED","14","","","",0,NA
"1190",1190,1190,"18621122","0","","TS","10.5","79.5W",0,NA
"1191",1191,1191,"18621122","600","","TS","10.5","79.5W",0,NA
"1192",1192,1192,"18621122","1200","","TS","10.5","79.5W",0,NA
"1193",1193,1193,"18621122","1800","","TS","10.5","79.5W",0,NA
"1194",1194,1194,"18621123","0","","TS","10.5","79.5W",0,NA
"1195",1195,1195,"18621123","600","","TS","10.5","79.5W",0,NA
"1196",1196,1196,"18621123","1200","","TS","10.5","79.5W",0,NA
"1197",1197,1197,"18621123","1800","","TS","10.5","79.5W",0,NA
"1198",1198,1198,"18621124","0","","TS","10.5","79.5W",0,NA
"1199",1199,1199,"18621124","600","","TS","10.5","79.5W",0,NA
"1200",1200,1200,"18621124","1200","","TS","10.5","79.6W",0,NA
"1201",1201,1201,"18621124","1800","","TS","10.5","79.7W",0,NA
"1202",1202,1202,"18621125","0","","TS","10.5","79.8W",0,NA
"1203",1203,1203,"18621125","600","","TS","10.5","80.0W",0,NA
"1204",1204,1204,"AL011863","UNNAMED","8","","","",0,NA
"1205",1205,1205,"18630808","0","","HU","37.7","50.8W",2,NA
"1206",1206,1206,"18630808","600","","HU","38.5","50.5W",2,NA
"1207",1207,1207,"18630808","1200","","HU","39.2","50.0W",1,NA
"1208",1208,1208,"18630808","1800","","HU","39.8","49.3W",1,NA
"1209",1209,1209,"18630809","0","","HU","40.3","48.5W",1,NA
"1210",1210,1210,"18630809","600","","HU","40.9","47.7W",1,NA
"1211",1211,1211,"18630809","1200","","HU","41.5","46.8W",1,NA
"1212",1212,1212,"18630809","1800","","HU","42","45.8W",1,NA
"1213",1213,1213,"AL021863","UNNAMED","8","","","",0,NA
"1214",1214,1214,"18630818","0","","HU","39.4","58.5W",2,NA
"1215",1215,1215,"18630818","600","","HU","40","57.3W",2,NA
"1216",1216,1216,"18630818","1200","","HU","40.8","56.0W",2,NA
"1217",1217,1217,"18630818","1800","","HU","41.2","54.5W",2,NA
"1218",1218,1218,"18630819","0","","HU","41.5","52.8W",1,NA
"1219",1219,1219,"18630819","600","","HU","41.8","51.2W",1,NA
"1220",1220,1220,"18630819","1200","","HU","42","49.5W",1,NA
"1221",1221,1221,"18630819","1800","","HU","42.2","47.5W",1,NA
"1222",1222,1222,"AL031863","UNNAMED","18","","","",0,NA
"1223",1223,1223,"18630819","0","","HU","26.5","66.6W",1,NA
"1224",1224,1224,"18630819","600","","HU","26.8","67.0W",1,NA
"1225",1225,1225,"18630819","1200","","HU","27.2","67.5W",1,NA
"1226",1226,1226,"18630819","1800","","HU","27.7","68.8W",1,NA
"1227",1227,1227,"18630820","0","","HU","28.6","70.3W",1,NA
"1228",1228,1228,"18630820","600","","HU","29.6","71.6W",1,NA
"1229",1229,1229,"18630820","1200","","HU","30.5","72.6W",2,NA
"1230",1230,1230,"18630820","1800","","HU","31.8","73.1W",2,NA
"1231",1231,1231,"18630821","0","","HU","33.2","73.1W",2,NA
"1232",1232,1232,"18630821","600","","HU","34.5","73.1W",2,NA
"1233",1233,1233,"18630821","1200","","HU","35.7","72.6W",2,NA
