"","X.1","X","date","time","landfall","type","lat","long","category","US"
"28673",28673,28673,"19661002","1800","","TS","24","79.5W",0,NA
"28674",28674,28674,"19661003","0","","HU","24.6","79.1W",1,NA
"28675",28675,28675,"19661003","600","","HU","24.9","78.8W",1,NA
"28676",28676,28676,"19661003","1200","","HU","25.2","78.5W",1,NA
"28677",28677,28677,"19661003","1800","","HU","25.4","78.3W",1,NA
"28678",28678,28678,"19661004","0","","HU","25.6","78.4W",1,NA
"28679",28679,28679,"19661004","600","","HU","25.5","79.0W",1,NA
"28680",28680,28680,"19661004","1200","","HU","25.3","79.7W",1,NA
"28681",28681,28681,"19661004","1800","","HU","25","80.5W",1,NA
"28682",28682,28682,"19661005","0","","HU","24.7","81.3W",1,NA
"28683",28683,28683,"19661005","600","","HU","24.6","82.2W",1,NA
"28684",28684,28684,"19661005","1200","","HU","24.5","83.0W",1,NA
"28685",28685,28685,"19661005","1800","","HU","24.3","83.6W",2,NA
"28686",28686,28686,"19661006","0","","HU","24","84.3W",2,NA
"28687",28687,28687,"19661006","600","","HU","23.7","85.0W",2,NA
"28688",28688,28688,"19661006","1200","","HU","23.3","85.6W",2,NA
"28689",28689,28689,"19661006","1800","","HU","22.8","86.3W",3,NA
"28690",28690,28690,"19661007","0","","HU","22.3","87.2W",3,NA
"28691",28691,28691,"19661007","600","","HU","22.1","88.1W",3,NA
"28692",28692,28692,"19661007","1200","","HU","21.9","89.0W",3,NA
"28693",28693,28693,"19661007","1800","","HU","21.7","90.0W",4,NA
"28694",28694,28694,"19661008","0","","HU","21.5","91.0W",4,NA
"28695",28695,28695,"19661008","600","","HU","21.5","92.1W",4,NA
"28696",28696,28696,"19661008","1200","","HU","21.8","93.1W",4,NA
"28697",28697,28697,"19661008","1800","","HU","22.1","93.9W",4,NA
"28698",28698,28698,"19661009","0","","HU","22.3","94.6W",4,NA
"28699",28699,28699,"19661009","600","","HU","22.6","95.2W",4,NA
"28700",28700,28700,"19661009","1200","","HU","22.8","95.7W",4,NA
"28701",28701,28701,"19661009","1800","","HU","23","96.0W",4,NA
"28702",28702,28702,"19661010","0","","HU","23","96.4W",4,NA
"28703",28703,28703,"19661010","600","","HU","23","97.1W",3,NA
"28704",28704,28704,"19661010","1200","","HU","22.8","97.8W",3,NA
"28705",28705,28705,"19661010","1800","","TS","22.4","98.5W",0,"Mexico"
"28706",28706,28706,"19661011","0","","TD","22.1","99.2W",0,"Mexico"
"28707",28707,28707,"19661011","600","","TD","21.8","99.9W",0,"Mexico"
"28708",28708,28708,"19661011","1200","","TD","21.5","100.6W",0,"Mexico"
"28709",28709,28709,"AL101966","JUDITH","15","","","",0,NA
"28710",28710,28710,"19660927","0","","TD","10.8","43.2W",0,NA
"28711",28711,28711,"19660927","600","","TD","11","44.5W",0,NA
"28712",28712,28712,"19660927","1200","","TD","11.2","45.8W",0,NA
"28713",28713,28713,"19660927","1800","","TD","11.4","47.1W",0,NA
"28714",28714,28714,"19660928","0","","TD","11.6","48.4W",0,NA
"28715",28715,28715,"19660928","600","","TD","11.9","49.8W",0,NA
"28716",28716,28716,"19660928","1200","","TS","12.2","51.2W",0,NA
"28717",28717,28717,"19660928","1800","","TS","12.5","52.7W",0,NA
"28718",28718,28718,"19660929","0","","TS","12.8","54.2W",0,NA
"28719",28719,28719,"19660929","600","","TS","13.1","56.1W",0,NA
"28720",28720,28720,"19660929","1200","","TS","13.4","58.0W",0,NA
"28721",28721,28721,"19660929","1800","","TS","13.6","59.7W",0,NA
"28722",28722,28722,"19660930","0","","TD","13.8","61.2W",0,NA
"28723",28723,28723,"19660930","600","","TD","13.8","62.4W",0,NA
"28724",28724,28724,"19660930","1200","","TD","13.8","63.4W",0,NA
"28725",28725,28725,"AL111966","LOIS","39","","","",0,NA
"28726",28726,28726,"19661104","1200","","TD","26.5","50.0W",0,NA
"28727",28727,28727,"19661104","1800","","TD","26.5","52.2W",0,NA
"28728",28728,28728,"19661105","0","","TD","26.2","54.0W",0,NA
"28729",28729,28729,"19661105","600","","TD","25.6","55.4W",0,NA
"28730",28730,28730,"19661105","1200","","TD","25","56.0W",0,NA
"28731",28731,28731,"19661105","1800","","TD","24.8","55.7W",0,NA
"28732",28732,28732,"19661106","0","","TD","24.5","55.2W",0,NA
"28733",28733,28733,"19661106","600","","TD","24.3","54.6W",0,NA
"28734",28734,28734,"19661106","1200","","TD","24","54.0W",0,NA
"28735",28735,28735,"19661106","1800","","TS","23.9","53.5W",0,NA
"28736",28736,28736,"19661107","0","","TS","23.9","53.0W",0,NA
"28737",28737,28737,"19661107","600","","TS","23.8","52.6W",0,NA
"28738",28738,28738,"19661107","1200","","TS","23.7","52.3W",0,NA
"28739",28739,28739,"19661107","1800","","TS","24","51.4W",0,NA
"28740",28740,28740,"19661108","0","","HU","24.8","49.8W",1,NA
"28741",28741,28741,"19661108","600","","HU","25.8","47.7W",1,NA
"28742",28742,28742,"19661108","1200","","HU","27.4","45.6W",1,NA
"28743",28743,28743,"19661108","1800","","HU","30.1","43.4W",1,NA
"28744",28744,28744,"19661109","0","","HU","32.6","41.3W",1,NA
"28745",28745,28745,"19661109","600","","HU","34.2","39.8W",1,NA
"28746",28746,28746,"19661109","1200","","HU","35.8","38.4W",1,NA
"28747",28747,28747,"19661109","1800","","HU","37.3","36.8W",1,NA
"28748",28748,28748,"19661110","0","","HU","38.8","35.2W",1,NA
"28749",28749,28749,"19661110","600","","HU","40","33.7W",1,NA
"28750",28750,28750,"19661110","1200","","HU","41.2","32.2W",1,NA
"28751",28751,28751,"19661110","1800","","HU","42.6","30.5W",1,NA
"28752",28752,28752,"19661111","0","","HU","43.9","28.8W",1,NA
"28753",28753,28753,"19661111","600","","HU","45","27.2W",1,NA
"28754",28754,28754,"19661111","1200","","HU","45.8","25.7W",1,NA
"28755",28755,28755,"19661111","1800","","HU","46.4","23.9W",1,NA
"28756",28756,28756,"19661112","0","","EX","46.8","22.1W",1,NA
"28757",28757,28757,"19661112","600","","EX","47","21.0W",0,NA
"28758",28758,28758,"19661112","1200","","EX","46.7","20.0W",0,NA
"28759",28759,28759,"19661112","1800","","EX","45.9","18.6W",0,NA
"28760",28760,28760,"19661113","0","","EX","45","17.2W",0,NA
"28761",28761,28761,"19661113","600","","EX","44.3","16.3W",0,NA
"28762",28762,28762,"19661113","1200","","EX","43.5","15.5W",0,NA
"28763",28763,28763,"19661113","1800","","EX","42.5","14.8W",0,NA
"28764",28764,28764,"19661114","0","","EX","41.2","14.3W",0,NA
"28765",28765,28765,"AL011967","UNNAMED","9","","","",0,NA
"28766",28766,28766,"19670610","1200","","TD","18","85.0W",0,NA
"28767",28767,28767,"19670610","1800","","TD","18","85.2W",0,NA
"28768",28768,28768,"19670611","0","","TD","18","85.5W",0,NA
"28769",28769,28769,"19670611","600","","TD","18","85.8W",0,NA
"28770",28770,28770,"19670611","1200","","TD","17.9","86.0W",0,NA
"28771",28771,28771,"19670611","1800","","TD","18.1","86.2W",0,NA
"28772",28772,28772,"19670612","0","","TD","18.3","86.5W",0,NA
"28773",28773,28773,"19670612","600","","TD","18.5","86.8W",0,NA
"28774",28774,28774,"19670612","1200","","TD","19","87.0W",0,NA
"28775",28775,28775,"AL021967","UNNAMED","13","","","",0,NA
"28776",28776,28776,"19670610","1200","","TD","28","63.0W",0,NA
"28777",28777,28777,"19670610","1800","","TD","28.5","63.0W",0,NA
"28778",28778,28778,"19670611","0","","TD","29.2","63.2W",0,NA
"28779",28779,28779,"19670611","600","","TD","29.9","63.3W",0,NA
"28780",28780,28780,"19670611","1200","","TD","31.1","63.8W",0,NA
"28781",28781,28781,"19670611","1800","","TD","32.3","64.5W",0,NA
"28782",28782,28782,"19670612","0","","TD","33.1","65.2W",0,NA
"28783",28783,28783,"19670612","600","","TD","34","65.9W",0,NA
"28784",28784,28784,"19670612","1200","","TD","34.1","65.8W",0,NA
"28785",28785,28785,"19670612","1800","","TD","34.2","65.7W",0,NA
"28786",28786,28786,"19670613","0","","TD","34.5","65.3W",0,NA
"28787",28787,28787,"19670613","600","","TD","34.8","65.0W",0,NA
"28788",28788,28788,"19670613","1200","","TD","35.1","64.8W",0,NA
"28789",28789,28789,"AL031967","UNNAMED","16","","","",0,NA
"28790",28790,28790,"19670614","1200","","TD","27","76.0W",0,NA
"28791",28791,28791,"19670614","1800","","TD","27.2","75.7W",0,NA
"28792",28792,28792,"19670615","0","","TD","28","75.2W",0,NA
"28793",28793,28793,"19670615","600","","TD","28.3","75.0W",0,NA
"28794",28794,28794,"19670615","1200","","TD","29","75.0W",0,NA
"28795",28795,28795,"19670615","1800","","TD","29.7","75.2W",0,NA
"28796",28796,28796,"19670616","0","","TD","30.1","75.6W",0,NA
"28797",28797,28797,"19670616","600","","TD","30.5","75.8W",0,NA
"28798",28798,28798,"19670616","1200","","TD","31.1","75.9W",0,NA
"28799",28799,28799,"19670616","1800","","TD","31.6","76.8W",0,NA
"28800",28800,28800,"19670617","0","","TD","32","77.1W",0,NA
"28801",28801,28801,"19670617","600","","TD","32.2","78.0W",0,NA
"28802",28802,28802,"19670617","1200","","TD","32.8","78.5W",0,NA
"28803",28803,28803,"19670617","1800","","TD","33.1","78.9W",0,NA
"28804",28804,28804,"19670618","0","","TD","33.5","78.0W",0,NA
"28805",28805,28805,"19670618","600","","TD","34.1","78.0W",0,"TRUE"
"28806",28806,28806,"AL041967","UNNAMED","9","","","",0,NA
"28807",28807,28807,"19670618","1200","","TD","23","59.0W",0,NA
"28808",28808,28808,"19670618","1800","","TD","23.8","59.9W",0,NA
"28809",28809,28809,"19670619","0","","TD","25","60.0W",0,NA
"28810",28810,28810,"19670619","600","","TD","26","60.0W",0,NA
"28811",28811,28811,"19670619","1200","","TD","27","60.0W",0,NA
"28812",28812,28812,"19670619","1800","","TD","28.5","60.7W",0,NA
"28813",28813,28813,"19670620","0","","TD","30","61.0W",0,NA
"28814",28814,28814,"19670620","600","","TD","31.5","61.2W",0,NA
"28815",28815,28815,"19670620","1200","","TD","33","62.1W",0,NA
"28816",28816,28816,"AL051967","UNNAMED","17","","","",0,NA
"28817",28817,28817,"19670705","1200","","TD","11","15.1W",0,NA
"28818",28818,28818,"19670705","1800","","TD","11.1","16.1W",0,"Guinea Bissau"
"28819",28819,28819,"19670706","0","","TD","11.2","17.1W",0,NA
"28820",28820,28820,"19670706","600","","TD","11.4","18.1W",0,NA
"28821",28821,28821,"19670706","1200","","TD","11.6","19.5W",0,NA
"28822",28822,28822,"19670706","1800","","TD","11.8","20.7W",0,NA
"28823",28823,28823,"19670707","0","","TD","12","22.0W",0,NA
"28824",28824,28824,"19670707","600","","TD","12","23.3W",0,NA
"28825",28825,28825,"19670707","1200","","TD","12","24.5W",0,NA
"28826",28826,28826,"19670707","1800","","TD","12","25.5W",0,NA
"28827",28827,28827,"19670708","0","","TD","12","26.9W",0,NA
"28828",28828,28828,"19670708","600","","TD","12","28.1W",0,NA
"28829",28829,28829,"19670708","1200","","TD","12","29.3W",0,NA
"28830",28830,28830,"19670708","1800","","TD","12","30.1W",0,NA
"28831",28831,28831,"19670709","0","","TD","12","31.2W",0,NA
"28832",28832,28832,"19670709","600","","TD","12","32.8W",0,NA
"28833",28833,28833,"19670709","1200","","TD","12","33.9W",0,NA
"28834",28834,28834,"AL061967","UNNAMED","5","","","",0,NA
"28835",28835,28835,"19670721","1200","","TD","14.9","17.0W",0,"Senegal"
"28836",28836,28836,"19670721","1800","","TD","14.3","18.9W",0,NA
"28837",28837,28837,"19670722","0","","TD","14.1","20.5W",0,NA
"28838",28838,28838,"19670722","600","","TD","14","22.7W",0,NA
"28839",28839,28839,"19670722","1200","","TD","14","24.5W",0,NA
"28840",28840,28840,"AL071967","UNNAMED","13","","","",0,NA
"28841",28841,28841,"19670803","1200","","TD","19.5","17.1W",0,NA
"28842",28842,28842,"19670803","1800","","TD","19","18.2W",0,NA
"28843",28843,28843,"19670804","0","","TD","18.1","19.8W",0,NA
"28844",28844,28844,"19670804","600","","TD","17.5","21.0W",0,NA
"28845",28845,28845,"19670804","1200","","TD","16.5","22.3W",0,NA
"28846",28846,28846,"19670804","1800","","TD","15.1","23.9W",0,NA
"28847",28847,28847,"19670805","0","","TD","14","25.0W",0,NA
"28848",28848,28848,"19670805","600","","TD","12.9","26.6W",0,NA
"28849",28849,28849,"19670805","1200","","TD","12","27.9W",0,NA
"28850",28850,28850,"19670805","1800","","TD","11.5","28.9W",0,NA
"28851",28851,28851,"19670806","0","","TD","11","30.0W",0,NA
"28852",28852,28852,"19670806","600","","TD","11.3","31.1W",0,NA
"28853",28853,28853,"19670806","1200","","TD","10","32.0W",0,NA
"28854",28854,28854,"AL081967","UNNAMED","25","","","",0,NA
"28855",28855,28855,"19670810","1200","","TD","12.9","13.0W",0,"Senegal"
"28856",28856,28856,"19670810","1800","","TD","13","14.0W",0,"Senegal"
"28857",28857,28857,"19670811","0","","TD","13.1","15.6W",0,"Senegal"
"28858",28858,28858,"19670811","600","","TD","13.1","17.1W",0,NA
"28859",28859,28859,"19670811","1200","","TD","13","18.9W",0,NA
"28860",28860,28860,"19670811","1800","","TD","13","19.9W",0,NA
"28861",28861,28861,"19670812","0","","TD","13","20.8W",0,NA
"28862",28862,28862,"19670812","600","","TD","13","21.5W",0,NA
"28863",28863,28863,"19670812","1200","","TD","13","22.4W",0,NA
"28864",28864,28864,"19670812","1800","","TD","13","23.4W",0,NA
"28865",28865,28865,"19670813","0","","TD","13.1","24.8W",0,NA
"28866",28866,28866,"19670813","600","","TD","13.2","25.9W",0,NA
"28867",28867,28867,"19670813","1200","","TD","13.4","26.8W",0,NA
"28868",28868,28868,"19670813","1800","","TD","13.6","27.8W",0,NA
"28869",28869,28869,"19670814","0","","TD","13.8","28.8W",0,NA
"28870",28870,28870,"19670814","600","","TD","13.8","30.0W",0,NA
"28871",28871,28871,"19670814","1200","","TD","13.8","31.0W",0,NA
"28872",28872,28872,"19670814","1800","","TD","13.8","32.0W",0,NA
"28873",28873,28873,"19670815","0","","TD","13.9","33.1W",0,NA
"28874",28874,28874,"19670815","600","","TD","14","34.0W",0,NA
"28875",28875,28875,"19670815","1200","","TD","14","35.0W",0,NA
"28876",28876,28876,"19670815","1800","","TD","14","36.0W",0,NA
"28877",28877,28877,"19670816","0","","TD","14","37.0W",0,NA
"28878",28878,28878,"19670816","600","","TD","14","38.0W",0,NA
"28879",28879,28879,"19670816","1200","","TD","14","39.0W",0,NA
"28880",28880,28880,"AL091967","UNNAMED","13","","","",0,NA
"28881",28881,28881,"19670816","1200","","TD","18","16.1W",0,NA
"28882",28882,28882,"19670816","1800","","TD","18","17.0W",0,NA
"28883",28883,28883,"19670817","0","","TD","17.9","17.9W",0,NA
"28884",28884,28884,"19670817","600","","TD","17.7","18.8W",0,NA
"28885",28885,28885,"19670817","1200","","TD","17.4","19.7W",0,NA
"28886",28886,28886,"19670817","1800","","TD","17","20.8W",0,NA
"28887",28887,28887,"19670818","0","","TD","17","22.0W",0,NA
"28888",28888,28888,"19670818","600","","TD","17","23.1W",0,NA
"28889",28889,28889,"19670818","1200","","TD","16.9","24.1W",0,NA
"28890",28890,28890,"19670818","1800","","TD","16.9","25.2W",0,NA
"28891",28891,28891,"19670819","0","","TD","17","26.7W",0,NA
"28892",28892,28892,"19670819","600","","TD","17","27.9W",0,NA
"28893",28893,28893,"19670819","1200","","TD","17","29.1W",0,NA
"28894",28894,28894,"AL101967","UNNAMED","17","","","",0,NA
"28895",28895,28895,"19670820","1200","","TD","21.1","17.0W",0,"Mauritania"
"28896",28896,28896,"19670820","1800","","TD","20.9","17.8W",0,NA
"28897",28897,28897,"19670821","0","","TD","20.1","18.1W",0,NA
"28898",28898,28898,"19670821","600","","TD","19.4","19.2W",0,NA
"28899",28899,28899,"19670821","1200","","TD","18.6","20.0W",0,NA
"28900",28900,28900,"19670821","1800","","TD","18","21.0W",0,NA
"28901",28901,28901,"19670822","0","","TD","17","22.1W",0,NA
"28902",28902,28902,"19670822","600","","TD","16.1","23.1W",0,NA
"28903",28903,28903,"19670822","1200","","TD","15.6","24.1W",0,NA
"28904",28904,28904,"19670822","1800","","TD","15.2","25.1W",0,NA
"28905",28905,28905,"19670823","0","","TD","14.9","26.2W",0,NA
"28906",28906,28906,"19670823","600","","TD","14.5","27.5W",0,NA
"28907",28907,28907,"19670823","1200","","TD","13.9","28.9W",0,NA
"28908",28908,28908,"19670823","1800","","TD","13","30.3W",0,NA
"28909",28909,28909,"19670824","0","","TD","12.8","31.9W",0,NA
"28910",28910,28910,"19670824","600","","TD","12.2","33.9W",0,NA
"28911",28911,28911,"19670824","1200","","TD","12","35.0W",0,NA
"28912",28912,28912,"AL111967","ARLENE","29","","","",0,NA
"28913",28913,28913,"19670828","1800","","TD","15.8","35.8W",0,NA
"28914",28914,28914,"19670829","0","","TD","16.4","36.9W",0,NA
"28915",28915,28915,"19670829","600","","TD","17.1","37.8W",0,NA
"28916",28916,28916,"19670829","1200","","TD","17.8","39.0W",0,NA
"28917",28917,28917,"19670829","1800","","TD","18.5","40.1W",0,NA
"28918",28918,28918,"19670830","0","","TD","19.2","41.5W",0,NA
"28919",28919,28919,"19670830","600","","TD","19.8","42.8W",0,NA
"28920",28920,28920,"19670830","1200","","TS","20.9","44.8W",0,NA
"28921",28921,28921,"19670830","1800","","TS","22","46.2W",0,NA
"28922",28922,28922,"19670831","0","","TS","23.2","47.6W",0,NA
"28923",28923,28923,"19670831","600","","TS","24.3","49.0W",0,NA
"28924",28924,28924,"19670831","1200","","TS","25.3","49.7W",0,NA
"28925",28925,28925,"19670831","1800","","TS","26.3","51.0W",0,NA
"28926",28926,28926,"19670901","0","","TS","27.5","51.8W",0,NA
"28927",28927,28927,"19670901","600","","TS","28.7","52.7W",0,NA
"28928",28928,28928,"19670901","1200","","TS","29.9","53.8W",0,NA
"28929",28929,28929,"19670901","1800","","TS","30.8","55.1W",0,NA
"28930",28930,28930,"19670902","0","","TS","31.9","56.3W",0,NA
"28931",28931,28931,"19670902","600","","TS","33.2","56.8W",0,NA
"28932",28932,28932,"19670902","1200","","TS","34.5","56.9W",0,NA
"28933",28933,28933,"19670902","1800","","TS","36.1","56.7W",0,NA
"28934",28934,28934,"19670903","0","","HU","37.6","55.8W",1,NA
"28935",28935,28935,"19670903","600","","HU","39.2","54.9W",1,NA
"28936",28936,28936,"19670903","1200","","HU","40.7","53.8W",1,NA
"28937",28937,28937,"19670903","1800","","HU","43.3","52.0W",1,NA
"28938",28938,28938,"19670904","0","","TS","44.6","51.2W",0,NA
"28939",28939,28939,"19670904","600","","TS","45.8","48.6W",0,NA
"28940",28940,28940,"19670904","1200","","EX","46.6","46.0W",0,NA
"28941",28941,28941,"19670904","1800","","EX","46.7","45.7W",0,NA
"28942",28942,28942,"AL121967","CHLOE","68","","","",0,NA
"28943",28943,28943,"19670905","0","","TD","15.4","20.3W",0,NA
"28944",28944,28944,"19670905","600","","TD","15.7","21.7W",0,NA
"28945",28945,28945,"19670905","1200","","TD","15.9","23.1W",0,NA
"28946",28946,28946,"19670905","1800","","TD","16.1","24.5W",0,NA
"28947",28947,28947,"19670906","0","","TD","16.4","26.0W",0,NA
"28948",28948,28948,"19670906","600","","TD","16.8","27.5W",0,NA
"28949",28949,28949,"19670906","1200","","TD","17.1","29.0W",0,NA
"28950",28950,28950,"19670906","1800","","TD","17.5","30.7W",0,NA
"28951",28951,28951,"19670907","0","","TD","18","32.1W",0,NA
"28952",28952,28952,"19670907","600","","TD","18.6","33.5W",0,NA
"28953",28953,28953,"19670907","1200","","TD","19.3","34.7W",0,NA
"28954",28954,28954,"19670907","1800","","TD","20","35.8W",0,NA
"28955",28955,28955,"19670908","0","","TD","20.7","36.8W",0,NA
"28956",28956,28956,"19670908","600","","TD","21.7","37.6W",0,NA
"28957",28957,28957,"19670908","1200","","TS","22.7","38.0W",0,NA
"28958",28958,28958,"19670908","1800","","TS","23.7","38.3W",0,NA
"28959",28959,28959,"19670909","0","","TS","24.8","38.8W",0,NA
"28960",28960,28960,"19670909","600","","TS","25.8","39.1W",0,NA
"28961",28961,28961,"19670909","1200","","HU","26.3","39.4W",1,NA
"28962",28962,28962,"19670909","1800","","HU","26.7","39.6W",1,NA
"28963",28963,28963,"19670910","0","","HU","26.6","40.4W",1,NA
"28964",28964,28964,"19670910","600","","HU","26.5","41.4W",1,NA
"28965",28965,28965,"19670910","1200","","HU","26.4","42.7W",1,NA
"28966",28966,28966,"19670910","1800","","HU","26.3","43.9W",1,NA
"28967",28967,28967,"19670911","0","","HU","26.2","45.0W",1,NA
"28968",28968,28968,"19670911","600","","HU","26.1","46.2W",1,NA
"28969",28969,28969,"19670911","1200","","HU","26","47.3W",1,NA
"28970",28970,28970,"19670911","1800","","HU","26.2","48.7W",2,NA
"28971",28971,28971,"19670912","0","","HU","26.5","49.3W",2,NA
"28972",28972,28972,"19670912","600","","HU","26.8","49.7W",2,NA
"28973",28973,28973,"19670912","1200","","HU","27.3","50.2W",2,NA
