"","long","lat","distance_track","distance_watch","origin_lat","origin_long","origin_ref","destin_lat","destin_long","destin_ref","date_analyzed","max_category","watchzone_ref_long","watchzone_ref_lat","intersection_long","intersection_lat","intersect_ref_long","intersect_ref_lat"
"1702",-90.62,30.18,67.8305025167438,11.0271632111848,29.4782878,-94.5799145,555,30.51572,-86.1362,1153,"03",5,-90.435661315918,30.1834144592285,-91.5357360839844,29.6047306060791,-91.5,29.6
"1703",-90.48,30.18,74.7927179741545,2.66223880590259,29.4782878,-94.5799145,555,30.51572,-86.1362,1153,"03",5,-90.435661315918,30.1834144592285,-91.5357360839844,29.6047306060791,-91.5,29.6
"1830",-92.44,30.32,73.3929531281461,40.9820629474688,29.4782878,-94.5799145,555,30.51572,-86.1362,1153,"03",5,-92.2003707885742,29.765157699585,-91.5357360839844,29.6047306060791,-91.5,29.6
"1831",-92.3,30.32,67.4338371783487,37.5945353764692,29.4782878,-94.5799145,555,30.51572,-86.1362,1153,"03",5,-91.9826431274414,29.8511028289795,-91.5357360839844,29.6047306060791,-91.5,29.6
"1832",-92.16,30.32,62.0398758949836,34.1341419525718,29.4782878,-94.5799145,555,30.51572,-86.1362,1153,"03",5,-91.9826431274414,29.8511028289795,-91.5357360839844,29.6047306060791,-91.5,29.6
"1833",-92.02,30.32,57.3707070065175,32.5178824119497,29.4782878,-94.5799145,555,30.51572,-86.1362,1153,"03",5,-91.9826431274414,29.8511028289795,-91.5357360839844,29.6047306060791,-91.5,29.6
"1834",-91.88,30.32,53.6160301688871,32.4409043379262,29.4782878,-94.5799145,555,30.51572,-86.1362,1153,"03",5,-91.8795166015625,29.8511028289795,-91.5357360839844,29.6047306060791,-91.5,29.6
"1835",-91.74,30.32,50.9783172302528,33.1832227532006,29.4782878,-94.5799145,555,30.51572,-86.1362,1153,"03",5,-91.8565902709961,29.8511028289795,-91.5357360839844,29.6047306060791,-91.5,29.6
"1836",-91.6,30.32,49.6359632019612,35.8937283013451,29.4782878,-94.5799145,555,30.51572,-86.1362,1153,"03",5,-91.8565902709961,29.8511028289795,-91.5357360839844,29.6047306060791,-91.5,29.6
"1837",-91.46,30.32,49.6940533493801,38.7370745823698,29.4782878,-94.5799145,555,30.51572,-86.1362,1153,"03",5,-91.6159515380859,29.7766151428223,-91.5357360839844,29.6047306060791,-91.5,29.6
"1838",-91.32,30.32,51.1478162285414,41.5627374643738,29.4782878,-94.5799145,555,30.51572,-86.1362,1153,"03",5,-91.6159515380859,29.7766151428223,-91.5357360839844,29.6047306060791,-91.5,29.6
"1839",-91.18,30.32,53.8844052080631,45.4770752060242,29.4782878,-94.5799145,555,30.51572,-86.1362,1153,"03",5,-90.435661315918,30.1834144592285,-91.5357360839844,29.6047306060791,-91.5,29.6
"1840",-91.04,30.32,57.7216473192784,37.3333014829194,29.4782878,-94.5799145,555,30.51572,-86.1362,1153,"03",5,-90.435661315918,30.1834144592285,-91.5357360839844,29.6047306060791,-91.5,29.6
"1841",-90.9,30.32,62.4569996157432,29.3154516341804,29.4782878,-94.5799145,555,30.51572,-86.1362,1153,"03",5,-90.435661315918,30.1834144592285,-91.5357360839844,29.6047306060791,-91.5,29.6
"1842",-90.76,30.32,67.9028200614719,21.410152247151,29.4782878,-94.5799145,555,30.51572,-86.1362,1153,"03",5,-90.424201965332,30.212064743042,-91.5357360839844,29.6047306060791,-91.5,29.6
"1843",-90.62,30.32,73.9022058250647,13.8799454776305,29.4782878,-94.5799145,555,30.51572,-86.1362,1153,"03",5,-90.424201965332,30.212064743042,-91.5357360839844,29.6047306060791,-91.5,29.6
"1980",-92.3,30.46,74.8117928262006,46.2071008734753,29.4782878,-94.5799145,555,30.51572,-86.1362,1153,"03",5,-91.9826431274414,29.8511028289795,-91.5357360839844,29.6047306060791,-91.5,29.6
"1981",-92.16,30.46,69.9958601530049,43.4423786041911,29.4782878,-94.5799145,555,30.51572,-86.1362,1153,"03",5,-91.9826431274414,29.8511028289795,-91.5357360839844,29.6047306060791,-91.5,29.6
"1982",-92.02,30.46,65.8988956456788,42.186096364452,29.4782878,-94.5799145,555,30.51572,-86.1362,1153,"03",5,-91.9826431274414,29.8511028289795,-91.5357360839844,29.6047306060791,-91.5,29.6
"1983",-91.88,30.46,62.662087460396,42.1268732088894,29.4782878,-94.5799145,555,30.51572,-86.1362,1153,"03",5,-91.8795166015625,29.8511028289795,-91.5357360839844,29.6047306060791,-91.5,29.6
"1984",-91.74,30.46,60.423830842429,42.7003285696878,29.4782878,-94.5799145,555,30.51572,-86.1362,1153,"03",5,-91.8565902709961,29.8511028289795,-91.5357360839844,29.6047306060791,-91.5,29.6
"1985",-91.6,30.46,59.2973122975425,44.8362000837828,29.4782878,-94.5799145,555,30.51572,-86.1362,1153,"03",5,-91.8565902709961,29.8511028289795,-91.5357360839844,29.6047306060791,-91.5,29.6
"1986",-91.46,30.46,59.3458772175753,48.1926413840527,29.4782878,-94.5799145,555,30.51572,-86.1362,1153,"03",5,-91.6159515380859,29.7766151428223,-91.5357360839844,29.6047306060791,-91.5,29.6
"1987",-91.32,30.46,60.5666989036913,50.4886912313574,29.4782878,-94.5799145,555,30.51572,-86.1362,1153,"03",5,-91.6159515380859,29.7766151428223,-91.5357360839844,29.6047306060791,-91.5,29.6
"1988",-91.18,30.46,62.8915467043184,48.2804283104068,29.4782878,-94.5799145,555,30.51572,-86.1362,1153,"03",5,-90.424201965332,30.212064743042,-91.5357360839844,29.6047306060791,-91.5,29.6
"1989",-91.04,30.46,66.2042113898278,40.5750001921508,29.4782878,-94.5799145,555,30.51572,-86.1362,1153,"03",5,-90.424201965332,30.212064743042,-91.5357360839844,29.6047306060791,-91.5,29.6
"1990",-90.9,30.46,70.3653128545875,33.1877966629739,29.4782878,-94.5799145,555,30.51572,-86.1362,1153,"03",5,-90.424201965332,30.212064743042,-91.5357360839844,29.6047306060791,-91.5,29.6
"2145",-92.02,30.6,74.7098627745237,51.8609376876908,29.4782878,-94.5799145,555,30.51572,-86.1362,1153,"03",5,-91.9826431274414,29.8511028289795,-91.5357360839844,29.6047306060791,-91.5,29.6
"2146",-91.88,30.6,71.8751007864309,51.8128431946561,29.4782878,-94.5799145,555,30.51572,-86.1362,1153,"03",5,-91.8795166015625,29.8511028289795,-91.5357360839844,29.6047306060791,-91.5,29.6
"2147",-91.74,30.6,69.9351509628571,52.2794964997244,29.4782878,-94.5799145,555,30.51572,-86.1362,1153,"03",5,-91.8565902709961,29.8511028289795,-91.5357360839844,29.6047306060791,-91.5,29.6
"2148",-91.6,30.6,68.9655688761869,54.0355910706153,29.4782878,-94.5799145,555,30.51572,-86.1362,1153,"03",5,-91.8565902709961,29.8511028289795,-91.5357360839844,29.6047306060791,-91.5,29.6
"2149",-91.46,30.6,69.0072703850811,56.9791715425119,29.4782878,-94.5799145,555,30.51572,-86.1362,1153,"03",5,-91.8565902709961,29.8511028289795,-91.5357360839844,29.6047306060791,-91.5,29.6
